descmaq,colaborador,numapont,data,maq, qtdprodconfirmada ,numdaop,codproduto,descricaodeproduto,nomedocliente,coddepto,descdepto,codcliente,horainical,horatermino
SACL FOLHA 3 - ZB,,4314381,2026-05-08,165103,29322,1183635/0040,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,10:55:50,14:00:00
CORTADEIRA SEMIGO,,4314391,2026-05-08,150003,12026,1181166/0010,2100081052,SACL PAP MAN FSC®G INST26 CASA GRA PT2,CASA GRANADO,02,OFFSET,1,11:22:05,12:18:11
CORTADEIRA SEMIGO,,4314406,2026-05-08,150003,12024,1181166/0010,2100081052,SACL PAP MAN FSC®G INST26 CASA GRA PT2,CASA GRANADO,02,OFFSET,1,12:26:18,13:10:24
HEIDELBERG XL 106,,4314415,2026-05-08,152007,2059,1183705/0030,11055201-0001,439440.00 CX TPA COFFE NAT26 ANT,ANTILHAS INDUSTRIA,02,OFFSET,1,12:52:39,14:00:00
CORTADEIRA SEMIGO,,4314428,2026-05-08,150003,5984,1181166/0010,2100081052,SACL PAP MAN FSC®G INST26 CASA GRA PT2,CASA GRANADO,02,OFFSET,1,13:20:25,13:38:11
SACL BOBINA 10 - ZB ,,4314432,2026-05-08,165110,1401,1182345/0042,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,13:23:51,14:00:00
MK HEIDELBERG PROMATRIX 2,,4314445,2026-05-08,155012,2044,1184322/0070,11055247-0001,4852402 CTCHO FSC® CLAIR OLHOS CORE ACHE,ANTILHAS INDUSTRIA,02,OFFSET,1,13:36:27,14:00:00
CORTADEIRA SEMIGO,,4314447,2026-05-08,150003,10,1181166/0010,2100081052,SACL PAP MAN FSC®G INST26 CASA GRA PT2,CASA GRANADO,02,OFFSET,1,13:38:11,13:42:00
SACL FOLHA 7 - ZB,,4314451,2026-05-08,165107,23249,1183635/0043,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,13:42:19,14:00:00
SACL FOLHA 7 - ZB,,4314482,2026-05-08,165107,26732,1183635/0043,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,22:00:00
SACL FOLHA 8 - ZB,,4314483,2026-05-08,165108,47440,1183635/0042,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,22:00:00
CORTE E SOLDA 2,,4314486,2026-05-08,167102,27812,1183778/0010,11052890-0001,SACL PLT AUT M VERM INST25 KOP,KOPENHAGEN,01,FLEXOGRAFICA,1,14:00:00,22:00:00
REBOBINADEIRA 6,,4314495,2026-05-08,162006,92,1184395/0005,13020905-0001,SACL PAP AUT FSC® M INST24 HAVAIANAS,HAVAIANAS,01,FLEXOGRAFICA,1,14:00:00,14:14:16
TORCEDEIRA 12 GALAN,,4314500,2026-05-08,163012,168188,1181475/0030,2200000311,FIO P.T FSCM - A28 - LARANJA - P159C, ,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 3,,4314503,2026-05-08,165003,23833,1183017/0020,13020033-0001,SACL PAP AUT FSC® P INST23 PDV EUD,EUDORA,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 4,,4314504,2026-05-08,165004,22354,1182988/0040,13021348-0001,90819 SACL PAP AUT FSC®PP PDVG INST25 BO,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 10 INDUSTRIAL,,4314508,2026-05-08,165010,28732,1181884/0020,13019479-0002,SACL PAP AUT FSC® M V2 INST22 RENNER,RENNER,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 11 - P,,4314509,2026-05-08,165011,2660,1183772/0020,13019433-0003,SACL PAP AUT FSC® P INST23 V3 LUPO,LUPO,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 13 M - WEBER,,4314511,2026-05-08,165013,31723,1183949/0020,13020905-0001,SACL PAP AUT FSC® M INST24 HAVAIANAS,HAVAIANAS,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 14 - P,,4314512,2026-05-08,165014,20823,1181316/0030,13019528-0001,SACL PAP AUT FSC® PP DENGO,DENGO,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 21,,4314517,2026-05-08,165021,14105,1183774/0050,13021508-0001,SACL PAP AUT NLF M INST26 KOP,,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 22,,4314518,2026-05-08,165022,32040,1181684/0030,13020806-0001,SACL PAP AUT FSC® M INST24 AVATIM,AVATIM,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 23,,4314519,2026-05-08,165023,42859,1181566/0021,13019192-0001,50381316 SACL PAP AUT FSC® P GEN NAT,NATURA CHILE,01,FLEXOGRAFICA,1,14:00:00,22:00:00
SACL BOBINA 10 - ZB ,,4314521,2026-05-08,165110,28846,1182345/0042,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,22:00:00
HOT BOBINA 01 ,,4314534,2026-05-08,175001,19873,1184216/0020,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,14:00:00,19:19:23
HOT BOBINA 02,,4314535,2026-05-08,175002,27526,1184214/0020,13021351-0001,90823 SACL PAP NLF FSC®G PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,14:00:00,22:00:00
COLADEIRA BAG MACHINE BRISA,,4314552,2026-05-08,156009,22487,1184058/0050,2100069921,SACL PAP SAUT FSC P LOJA23 NATURA,NATURA VAREJO,02,OFFSET,1,14:00:00,21:57:42
MK HEIDELBERG PROMATRIX 2,,4314553,2026-05-08,155012,2005,1184322/0070,11055247-0001,4852402 CTCHO FSC® CLAIR OLHOS CORE ACHE,ANTILHAS INDUSTRIA,02,OFFSET,1,14:00:00,14:36:20
MK HEIDELBERG PROMATRIX 3 ,,4314554,2026-05-08,155013,2717,1183261/0040,2100082281,CX TPA FSC®G NAM26 NAT,NATURA VAREJO,02,OFFSET,1,14:00:00,14:29:09
TORCEDEIRA 10 GALAN,,4314555,2026-05-08,163010,36015,1183320/0022,2200000017,FIO P.T FSCM - A02 - PARDO - XXXX, ,01,FLEXOGRAFICA,1,14:00:00,22:00:00
HOT BOBINA 03,,4314557,2026-05-08,175003,15557,1184216/0025,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,14:00:00,19:23:23
NEW LONG 24,,4314559,2026-05-08,165024,39263,1183783/0020,13020817-0001,SACL PAP AUT FSC® G INST24 DECATHLON,DECATHLON,01,FLEXOGRAFICA,1,14:00:00,22:00:00
SACOS FUNDO MATADOR 1 - HOLWEG,,4314560,2026-05-08,166006,15000,1183661/0020,13020652-0001,SACL PAP AUT FSC® PP HWG INST24 CBC,CHOC BRASIL CACAU,01,FLEXOGRAFICA,1,14:00:00,22:00:00
FLEXO TECH,,4314561,2026-05-08,160008,15937,1184214/0010,13021351-0001,90823 SACL PAP NLF FSC®G PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,22:00:00
CORTADEIRA SEMIGO,,4314562,2026-05-08,150003,2037,1184130/0010,2100082539,LAMINA OLFATIVA NATURA,NATURA VAREJO,02,OFFSET,1,14:00:00,14:11:43
ROLAND 704,,4314563,2026-05-08,152006,44505,1180097/0021,2100076990,SACL PAP MAN FSC® M PT1 INST25 SCHUTZ,SCHUTZ,02,OFFSET,1,14:00:00,22:00:00
C/V AUTO VARIMATRIX 3,,4314571,2026-05-08,155007,209,1182428/0030,2100081622,ALCA SACL PAP MAN FSC®G RETOR KRAFT ANTI,ANTILHAS GRAFICA,02,OFFSET,1,14:00:00,15:54:57
COLADEIRA EASYGLUER SIMPLES,,4314576,2026-05-08,156004,27282,1184145/0050,2100061622,SACL PAP SAUT FSC® P LIFE VIVARA,VIVARA,02,OFFSET,1,14:00:00,15:25:36
GUILHOTINA POLAR,,4314578,2026-05-08,151003,148800,1183108/0050,11045614-0001,LAMINA OLF FSC® PDV GR INST22 BOT,BOTICARIO,02,OFFSET,1,14:00:00,15:47:30
GUILHOTINA HERCULES,,4314580,2026-05-08,151004,12010,1181166/0020,2100081052,SACL PAP MAN FSC®G INST26 CASA GRA PT2,CASA GRANADO,02,OFFSET,1,14:00:00,14:30:02
COLADEIRA DGM,,4314582,2026-05-08,156015,35882,1182656/0070,11054960-0001,96583 CTCHO ENV C VISOR FSC®M NAM26 BOT,,02,OFFSET,1,14:00:00,22:00:00
ONYX 808,,4314591,2026-05-08,160007,6794,1184216/0010,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,15:00:15
REINAFLEX,,4314594,2026-05-08,160011,13247,1184425/0019,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,14:00:00,19:57:16
LAMINADORA ZFM1080S,,4314597,2026-05-08,161007,3452,1183195/0050,2100079330,ENV PAP MAN FSC®PP ECOM25 T&F,TRACK & FIELD,01,FLEXOGRAFICA,1,14:00:00,15:28:46
NEW LONG 17 P,,4314624,2026-05-08,165017,15360,1181566/0020,13019192-0001,50381316 SACL PAP AUT FSC® P GEN NAT,NATURA CHILE,01,FLEXOGRAFICA,1,14:00:00,22:00:00
REBOBINADEIRA 1,,4314634,2026-05-08,162001,18251,1184630/0020,2200000311,FIO P.T FSCM - A28 - LARANJA - P159C, ,01,FLEXOGRAFICA,1,14:06:25,19:29:48
HOT-STAMPING 6,,4314635,2026-05-08,154005,9317,1183261/0030,2100082281,CX TPA FSC®G NAM26 NAT,NATURA VAREJO,02,OFFSET,1,14:06:16,16:13:17
SACL FOLHA 4 - ZB,,4314646,2026-05-08,165104,18320,1183635/0041,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:12:52,22:00:00
REBOBINADEIRA 6,,4314652,2026-05-08,162006,15150,1184425/0020,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,14:17:12,22:00:00
MK HEIDELBERG PROMATRIX 3 ,,4314660,2026-05-08,155013,8957,1183261/0040,2100082281,CX TPA FSC®G NAM26 NAT,NATURA VAREJO,02,OFFSET,1,14:29:09,16:47:24
HEIDELBERG XL 106,,4314664,2026-05-08,152007,3841,1183705/0030,11055201-0001,439440.00 CX TPA COFFE NAT26 ANT,ANTILHAS INDUSTRIA,02,OFFSET,1,14:30:19,15:04:59
GUILHOTINA HERCULES,,4314667,2026-05-08,151004,3632,1184130/0020,2100082539,LAMINA OLFATIVA NATURA,NATURA VAREJO,02,OFFSET,1,14:31:06,14:52:20
MK HEIDELBERG PROMATRIX 2,,4314674,2026-05-08,155012,2863,1184322/0070,11055247-0001,4852402 CTCHO FSC® CLAIR OLHOS CORE ACHE,ANTILHAS INDUSTRIA,02,OFFSET,1,14:36:20,15:26:32
CORTADEIRA FURNAX,,4314676,2026-05-08,150001,6455,1183345/0010,2100081218,CAP INT CX ECOMM FSC®Q92S PAGSEGURO,PAGSEGURO,02,OFFSET,1,14:40:31,15:42:26
GUILHOTINA 2,,4314689,2026-05-08,151002,42000,1184288/0030,2100077672,90823 REF FDO FSC®G PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,14:57:06,16:43:12
ONYX 808,,4314690,2026-05-08,160007,19405,1184216/0010,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,15:00:15,18:35:27
GUILHOTINA HERCULES,,4314694,2026-05-08,151004,8665,1183345/0020,2100081218,CAP INT CX ECOMM FSC®Q92S PAGSEGURO,PAGSEGURO,02,OFFSET,1,15:14:06,16:53:48
APLICADORA DE ALÇA 2,,4314713,2026-05-08,168003,2253,1184058/0055,2100069921,SACL PAP SAUT FSC P LOJA23 NATURA,NATURA VAREJO,08,CAJAMAR,1,15:39:01,22:00:00
SACL FOLHA 1 - ZB,,4314715,2026-05-08,165101,8464,1183067/0042,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,15:39:53,17:02:54
CORTADEIRA FURNAX,,4314720,2026-05-08,150001,2210,1183345/0010,2100081218,CAP INT CX ECOMM FSC®Q92S PAGSEGURO,PAGSEGURO,02,OFFSET,1,15:43:20,15:55:53
HEIDELBERG XL 106,,4314724,2026-05-08,152007,20791,1183705/0030,11055201-0001,439440.00 CX TPA COFFE NAT26 ANT,ANTILHAS INDUSTRIA,02,OFFSET,1,15:49:48,18:36:35
SACL FOLHA 5 - ZB,,4314732,2026-05-08,165105,24495,1183066/0030,13021351-0001,90823 SACL PAP NLF FSC®G PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,16:06:19,22:00:00
CORTADEIRA FURNAX,,4314733,2026-05-08,150001,21745,1183344/0010,2100081217,CAP EXT CX ECOMM FSC®Q92S PAGSEGURO,PAGSEGURO,02,OFFSET,1,16:08:17,22:00:00
MÁQUINA ALÇA FLET 1,,4314735,2026-05-08,163001,66912,1184425/0032,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,16:11:34,22:00:00
SACL FOLHA 2 - ZB,,4314736,2026-05-08,165102,14001,1183067/0043,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,16:11:53,18:11:54
HOT-STAMPING 6,,4314737,2026-05-08,154005,2464,1183737/0060,2100047596,SACL PAP MAN FSC® P CINZA DUDALINA,DUDALINA,02,OFFSET,1,16:13:17,20:28:19
SACL FOLHA 3 - ZB,,4314738,2026-05-08,165103,29145,1183635/0040,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,16:14:53,22:00:00
GUILHOTINA 2,,4314746,2026-05-08,151002,120000,1183690/0020,2100077669,90821 REF FDO FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,16:43:43,17:46:53
GUILHOTINA HERCULES,,4314751,2026-05-08,151004,18988,1183344/0020,2100081217,CAP EXT CX ECOMM FSC®Q92S PAGSEGURO,PAGSEGURO,02,OFFSET,1,16:54:19,22:00:00
SACL FOLHA 1 - ZB,,4314753,2026-05-08,165101,18071,1182345/0040,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,17:03:54,22:00:00
C/V HEIDELBERG PROMATRIX 1 ,,4314754,2026-05-08,155010,19392,1183713/0031,11055202-0001,439441.00 CX FDO FSC® COFFE NAT26 ANT,ANTILHAS INDUSTRIA,02,OFFSET,1,17:09:11,22:00:00
MK HEIDELBERG PROMATRIX 2,,4314756,2026-05-08,155012,12984,1181470/0015,11054567-0001,5040500 CTCHO FSC® NUT REPAIR 5G ACHE,ANTILHAS INDUSTRIA,02,OFFSET,1,17:11:39,21:44:52
GUILHOTINA 2,,4314763,2026-05-08,151002,36000,1184288/0030,2100077672,90823 REF FDO FSC®G PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,17:47:25,17:56:58
SACL FOLHA 9 - ZB,,4314765,2026-05-08,165109,12400,1183067/0040,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,17:50:20,17:58:20
GUILHOTINA 2,,4314767,2026-05-08,151002,120000,1183690/0020,2100077669,90821 REF FDO FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,17:57:30,20:12:18
SACL FOLHA 2 - ZB,,4314770,2026-05-08,165102,13378,1182345/0041,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,18:11:54,22:00:00
SACL FOLHA 9 - ZB,,4314771,2026-05-08,165109,7906,1182345/0043,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,18:20:20,22:00:00
HEIDELBERG XL 106,,4314776,2026-05-08,152007,17115,1183705/0030,11055201-0001,439440.00 CX TPA COFFE NAT26 ANT,ANTILHAS INDUSTRIA,02,OFFSET,1,18:36:35,22:00:00
SACL FOLHA 6 - ZB,,4314780,2026-05-08,165106,23535,1183635/0044,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,18:56:21,22:00:00
HOT BOBINA 01 ,,4314782,2026-05-08,175001,4016,1184216/0020,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,19:19:23,22:00:00
HOT BOBINA 03,,4314783,2026-05-08,175003,11063,1184216/0025,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,19:23:23,22:00:00
REBOBINADEIRA 1,,4314785,2026-05-08,162001,5487,1184672/0010,2400008604,FIO CHATA FSCM - C37 - LR - 7578C, ,01,FLEXOGRAFICA,1,19:35:37,21:56:55
REINAFLEX,,4314790,2026-05-08,160011,14391,1184425/0019,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,19:57:16,22:00:00
GUILHOTINA 2,,4314792,2026-05-08,151002,43200,1184288/0030,2100077672,90823 REF FDO FSC®G PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,20:14:57,20:58:27
GUILHOTINA 2,,4314799,2026-05-08,151002,144000,1183690/0020,2100077669,90821 REF FDO FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,20:58:59,22:00:00
NEW LONG 14 - P,,4314845,2026-05-08,165014,19000,1181316/0030,13019528-0001,SACL PAP AUT FSC® PP DENGO,DENGO,01,FLEXOGRAFICA,1,22:00:00,06:00:00
NEW LONG 17 P,,4314846,2026-05-08,165017,15360,1181566/0020,13019192-0001,50381316 SACL PAP AUT FSC® P GEN NAT,NATURA CHILE,01,FLEXOGRAFICA,1,22:00:00,00:57:53
NEW LONG 22,,4314847,2026-05-08,165022,32550,1181684/0030,13020806-0001,SACL PAP AUT FSC® M INST24 AVATIM,AVATIM,01,FLEXOGRAFICA,1,22:00:00,06:00:00
NEW LONG 13 M - WEBER,,4314848,2026-05-08,165013,24593,1183949/0020,13020905-0001,SACL PAP AUT FSC® M INST24 HAVAIANAS,HAVAIANAS,01,FLEXOGRAFICA,1,22:00:00,06:00:00
NEW LONG 10 INDUSTRIAL,,4314849,2026-05-08,165010,20425,1181884/0020,13019479-0002,SACL PAP AUT FSC® M V2 INST22 RENNER,,01,FLEXOGRAFICA,1,22:00:00,06:00:00
REBOBINADEIRA 6,,4314850,2026-05-08,162006,46855,1184425/0020,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,22:00:00,06:00:00
HOT BOBINA 02,,4314851,2026-05-08,175002,22426,1184214/0020,13021351-0001,90823 SACL PAP NLF FSC®G PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,22:00:00,06:00:00
HEIDELBERG XL 106,,4314856,2026-05-08,152007,4345,1183705/0030,11055201-0001,439440.00 CX TPA COFFE NAT26 ANT,ANTILHAS INDUSTRIA,02,OFFSET,1,22:00:00,22:37:40
HOT BOBINA 01 ,,4314857,2026-05-08,175001,27364,1184216/0020,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,22:00:00,06:00:00
ROLAND 702,,4314861,2026-05-08,152005,3524,1184130/0030,2100082539,LAMINA OLFATIVA NATURA,NATURA VAREJO,02,OFFSET,1,22:00:00,00:27:28
COLADEIRA DGM,,4314872,2026-05-08,156015,31,1182656/0070,11054960-0001,96583 CTCHO ENV C VISOR FSC®M NAM26 BOT,BOTICARIO,02,OFFSET,1,22:00:00,22:00:46
ONYX 808,,4314875,2026-05-08,160007,33206,1184650/0010,13019192-0001,50381316 SACL PAP AUT FSC® P GEN NAT,NATURA CHILE,01,FLEXOGRAFICA,1,22:00:00,05:38:40
REINAFLEX,,4314877,2026-05-08,160011,55435,1184425/0019,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,22:00:00,06:00:00
NEW LONG 3,,4314886,2026-05-08,165003,27674,1183017/0020,13020033-0001,SACL PAP AUT FSC® P INST23 PDV EUD,EUDORA,01,FLEXOGRAFICA,1,22:00:00,06:00:00
NEW LONG 4,,4314887,2026-05-08,165004,26422,1182988/0040,13021348-0001,90819 SACL PAP AUT FSC®PP PDVG INST25 BO,BOTICARIO,01,FLEXOGRAFICA,1,22:00:00,06:00:00
NEW LONG 21,,4314897,2026-05-08,165021,11000,1183774/0050,13021508-0001,SACL PAP AUT NLF M INST26 KOP,KOPENHAGEN,01,FLEXOGRAFICA,1,22:00:00,06:00:00
NEW LONG 24,,4314899,2026-05-08,165024,6800,1183783/0020,13020817-0001,SACL PAP AUT FSC® G INST24 DECATHLON,DECATHLON,01,FLEXOGRAFICA,1,22:00:00,23:34:53
SACOS FUNDO MATADOR 1 - HOLWEG,,4314901,2026-05-08,166006,24938,1183661/0020,13020652-0001,SACL PAP AUT FSC® PP HWG INST24 CBC,CHOC BRASIL CACAU,01,FLEXOGRAFICA,1,22:00:00,06:00:00
SACL BOBINA 10 - ZB ,,4314990,2026-05-08,165110,31360,1182345/0042,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,22:11:28,06:00:00
CORTADEIRA FURNAX,,4314992,2026-05-08,150001,12451,1183344/0010,2100081217,CAP EXT CX ECOMM FSC®Q92S PAGSEGURO,PAGSEGURO,02,OFFSET,1,22:15:51,02:11:00
ROLAND 704,,4314993,2026-05-08,152006,19906,1180097/0021,2100076990,SACL PAP MAN FSC® M PT1 INST25 SCHUTZ,SCHUTZ,02,OFFSET,1,22:16:32,00:19:14
HOT BOBINA 03,,4314995,2026-05-08,175003,16650,1184216/0025,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,22:18:58,06:00:00
REBOBINADEIRA 1,,4315010,2026-05-08,162001,21989,1184672/0010,2400008604,FIO CHATA FSCM - C37 - LR - 7578C, ,01,FLEXOGRAFICA,1,22:21:40,04:38:30
C/V HEIDELBERG PROMATRIX 1 ,,4315011,2026-05-08,155010,22822,1183713/0031,11055202-0001,439441.00 CX FDO FSC® COFFE NAT26 ANT,ANTILHAS INDUSTRIA,02,OFFSET,1,22:23:05,06:00:00
MÁQUINA ALÇA FLET 3,,4315012,2026-05-08,163003,21009,1184425/0030,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,22:23:06,06:00:00
TORCEDEIRA 12 GALAN,,4315013,2026-05-08,163012,193540,1181475/0030,2200000311,FIO P.T FSCM - A28 - LARANJA - P159C, ,01,FLEXOGRAFICA,1,22:23:24,05:51:25
MK HEIDELBERG PROMATRIX 2,,4315014,2026-05-08,155012,10009,1184078/0015,11053991-0001,4721000 CTCHO FSC® NUTRE REPAIR 20G ACH,ANTILHAS INDUSTRIA,02,OFFSET,1,22:23:58,06:00:00
SACL FOLHA 3 - ZB,,4315021,2026-05-08,165103,25765,1183635/0040,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,22:34:56,06:00:00
HEIDELBERG XL 106,,4315022,2026-05-08,152007,2171,1183705/0030,11055201-0001,439440.00 CX TPA COFFE NAT26 ANT,ANTILHAS INDUSTRIA,02,OFFSET,1,22:37:40,03:54:03
SILK SCREEN,,4315023,2026-05-08,153001,2151,1183604/0020,2400007998,CAPA INT SILK CX TIPO E ECOM M T&F,TRACK & FIELD,02,OFFSET,1,22:40:56,06:00:00
MÁQUINA ALÇA FLET 1,,4315025,2026-05-08,163001,89754,1184425/0032,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,22:46:31,04:10:14
TORCEDEIRA 10 GALAN,,4315026,2026-05-08,163010,55641,1183320/0022,2200000017,FIO P.T FSCM - A02 - PARDO - XXXX, ,01,FLEXOGRAFICA,1,22:47:45,06:00:00
SACL FOLHA 2 - ZB,,4315027,2026-05-08,165102,18708,1182345/0041,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,22:50:57,06:00:00
GUILHOTINA HERCULES,,4315030,2026-05-08,151004,15207,1183344/0020,2100081217,CAP EXT CX ECOMM FSC®Q92S PAGSEGURO,PAGSEGURO,02,OFFSET,1,23:03:09,02:37:48
NEW LONG 24,,4315033,2026-05-08,165024,2687,1180648/0020,13019658-0002,SACL PAP AUT M PARDA V2 VD BOT,BOTICARIO,01,FLEXOGRAFICA,1,23:35:34,06:00:00
SACL FOLHA 9 - ZB,,4315034,2026-05-08,165109,15290,1182345/0043,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,23:41:23,06:00:00
SACL FOLHA 8 - ZB,,4315036,2026-05-08,165108,13979,1183635/0042,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,23:55:23,06:00:00
NEW LONG 23,,4315038,2026-05-08,165023,23040,1184650/0020,13019192-0001,50381316 SACL PAP AUT FSC® P GEN NAT,NATURA CHILE,01,FLEXOGRAFICA,1,23:57:15,06:00:00
ROLAND 702,,4315042,2026-05-08,152005,10113,1181166/0030,2100081052,SACL PAP MAN FSC®G INST26 CASA GRA PT2,CASA GRANADO,02,OFFSET,1,00:27:47,05:40:36
SACL FOLHA 1 - ZB,,4315046,2026-05-08,165101,22292,1182345/0040,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,00:54:58,06:00:00
CORTADEIRA FURNAX,,4315055,2026-05-08,150001,6646,1183345/0010,2100081218,CAP INT CX ECOMM FSC®Q92S PAGSEGURO,PAGSEGURO,02,OFFSET,1,02:15:09,02:56:53
GUILHOTINA HERCULES,,4315058,2026-05-08,151004,33242,1183345/0020,2100081218,CAP INT CX ECOMM FSC®Q92S PAGSEGURO,PAGSEGURO,02,OFFSET,1,02:38:19,06:00:00
NEW LONG 17 P,,4315060,2026-05-08,165017,7680,1184650/0021,13019192-0001,50381316 SACL PAP AUT FSC® P GEN NAT,NATURA CHILE,01,FLEXOGRAFICA,1,02:41:49,06:00:00
TORCEDEIRA 11 GALAN,,4315064,2026-05-08,163011,55298,1183320/0020,2200000017,FIO P.T FSCM - A02 - PARDO - XXXX, ,01,FLEXOGRAFICA,1,02:53:41,06:00:00
CORTADEIRA FURNAX,,4315066,2026-05-08,150001,6652,1183345/0010,2100081218,CAP INT CX ECOMM FSC®Q92S PAGSEGURO,PAGSEGURO,02,OFFSET,1,02:57:25,03:37:13
CORTADEIRA FURNAX,,4315070,2026-05-08,150001,3297,1183345/0010,2100081218,CAP INT CX ECOMM FSC®Q92S PAGSEGURO,PAGSEGURO,02,OFFSET,1,03:38:40,03:58:49
GUILHOTINA 2,,4315072,2026-05-08,151002,108000,1184288/0030,2100077672,90823 REF FDO FSC®G PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,03:45:42,06:00:00
